DateTime,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2012-01-01 00:00:00,0.0585845609851927,0.0281991486114277,0.0565776339589995,0.0516951475285539,0.0613344485416404,0.0610348236607656,0.0518475067428535,0.0239799516574983,0.0246129332635867,0.0376433969984182,0.0147116444311769,0.0223711282413129,0.127759407994631,0.0467345020586423,0.0159341390503108,0.0125948929688684,0.0115644616665938,0.0926409511421746,0.0664597369186735,0,0.0186777772702432,0.0586924799133233,0.0379121077473712,0.34209791165858,0.0246976796198364,0.00527261048866733,0.0421450158107763,0.0595341459022602,0.012553834496827,0.0606548655373137,0.177533467086774,0.0186870888396032
2012-01-01 01:00:00,0.0595877212760349,0.0248284048998576,0.053788595665246,0.0499277920574922,0.0554162122788505,0.068806923821746,0.0474691106773064,0.0212989632734301,0.023860013922394,0.0373582197484302,0.0149413344301024,0.0223711282413129,0.104641038928936,0.0479328226242485,0.0143058328699871,0.0121608856301755,0.032978316532278,0.0966398411195349,0.0596274275158189,0,0.0191894971954553,0.0593168679975074,0.0410688194665527,0.308149263936738,0.0177693273794192,0.0023433824394077,0.0454628149277949,0.0534503645691825,0.0096567957667899,0.0568111914120677,0.177533467086774,0.0182627680212652
2012-01-01 02:00:00,0.0554747640835814,0.0218687274945766,0.0585698041688235,0.0494859531897269,0.0532641263651087,0.068806923821746,0.04965830871008,0.0209266037756429,0.0208458268264863,0.0362175107484781,0.0147116444311769,0.0214396447614526,0.0949069887960119,0.0401437389478082,0.016224908011083,0.0138990850216406,0.0294011737286283,0.0986392861082146,0.0559007132960804,0,0.0187630639244453,0.0599412560816918,0.0347553960281894,0.292480657295886,0.0177693273794192,0.0046867648788154,0.0435797397532709,0.053015808759677,0.0072425968250924,0.0506735880184616,0.16234968371751,0.0174141263845893
2012-01-01 03:00:00,0.0569795045198447,0.0219509407558344,0.0597651062947179,0.0357889482889989,0.0435797397532709,0.0665784043747316,0.0511177740652622,0.0207031880769705,0.0215987461676789,0.0296584339987537,0.0154007144279533,0.020818655774879,0.0778724010633944,0.039544578665005,0.0149455245836857,0.0136820813522942,0.0086733462499453,0.0833102078616682,0.0484472848566031,0,0.0184219173076371,0.0474534943980059,0.0410688194665527,0.2559205751339,0.0183712693638169,0.0011716912197038,0.0433107290140531,0.0504084739026437,0.0067597570367529,0.0583455922604693,0.131982116978983,0.0161369207213921
2012-01-01 04:00:00,0.0581832968688556,0.0211288081432564,0.0581713701268585,0.0247429765948634,0.0306672242708203,0.0699156399645392,0.0481988433548977,0.0201074128805109,0.0218522290125471,0.0208179392491252,0.0131015175387093,0.020818655774879,0.0486702506646215,0.0269622127261398,0.0136661411562885,0.0134650776829477,0.006566262132727,0.0539850146943608,0.0347826660508945,0,0.0180807706908291,0.0362145088826888,0.0347553960281894,0.164520369728936,0.0156625304340274,0.0023433824394077,0.0406206216218759,0.0499739180931381,0.0067597570367529,0.0614220659615144,0.0957746335599697,0.0178384472029273
2012-01-01 05:00:00,0.056678556432592,0.0220331540170922,0.0565776339589995,0.02120826565274,0.0290531598355139,0.0676982076789528,0.0467393779997151,0.0132559981212257,0.0195909612578319,0.018251343999233,0.0149413344301024,0.0223711282413129,0.047453494398006,0.0233672510293211,0.0135498335719797,0.0125948929688684,0.0066152640889413,0.0493196430541074,0.0347826660508945,0,0.017910197382425,0.0274730757041088,0.0379121077473712,0.154074631968368,0.0165654434106239,0.0035150736591115,0.0397239191578168,0.0512775855216548,0.0067597570367529,0.0568111914120677,0.0759189168463177,0.0161369207213921
2012-01-01 06:00:00,0.0574810846652661,0.0207177418369673,0.0521948594973869,0.0269521709336906,0.03658546053361,0.0699156399645392,0.0474691106773064,0.0174264244964428,0.0215987461676789,0.0213882937491013,0.0158600944258043,0.0229952221728194,0.0547540319976992,0.0299580141401553,0.0131427570268987,0.0123778892995219,0.006566262132727,0.046653716402534,0.0416149754537487,0,0.017910197382425,0.0393364493036103,0.0410688194665527,0.180188976369787,0.0150605884496297,0.0052726104886673,0.033805682895027,0.0508430297121493,0.0062769172484134,0.0537423897152646,0.0946066502238731,0.0174141263845893
2012-01-01 07:00:00,0.0576817167234345,0.0240884855485374,0.0605619743786475,0.0265103320659251,0.0387375464473517,0.074350504535712,0.0452726153177569,0.0226394574654642,0.0241109870361249,0.0202475847491492,0.0160897844247298,0.0270347555304804,0.063271325864008,0.0317554949885646,0.0129101418582811,0.0154181107070658,0.0068602738700132,0.0499861247170007,0.042857213526995,0,0.0181660573450311,0.0424583897245316,0.0379121077473712,0.177577541929645,0.0174683563872204,0.0011716912197038,0.0388272166937577,0.0586650342832491,0.011588154920148,0.0690940702035223,0.100446566904359,0.0165654847479135
2012-01-01 08:00:00,0.0570798205489291,0.0236774192422483,0.0513979914134574,0.0176735547106168,0.0290531598355139,0.068806923821746,0.0481988433548977,0.0198095252822812,0.0248664161084548,0.0179661667492451,0.0156304044268788,0.0239267056526797,0.0438032255981594,0.0215697701809118,0.0148292169993769,0.0152011070377194,0.0100944029801624,0.0359900097962405,0.0335404279776482,0,0.0162044642983845,0.0349657327143203,0.0347553960281894,0.143628894207801,0.0195781630425342,0.0011716912197038,0.0379305142296987,0.0569268110452269,0.011588154920148,0.0652580680825184,0.084094800198998,0.0208086929312929
2012-01-01 09:00:00,0.0545719198218233,0.0250750446836311,0.0509995573714925,0.0216501045205055,0.0301292027923847,0.0889966447820102,0.0525772394204448,0.0220436822690046,0.0268742010183018,0.0173958122492691,0.0174702213182719,0.0245476946392533,0.0450199818647748,0.0245655715949273,0.0181439831521788,0.0156351143764123,0.010045401023948,0.0373229731220272,0.0391304993072563,0,0.0163750376067886,0.0393364493036103,0.0379121077473712,0.180188976369787,0.0216849599879261,0.0017575368295557,0.0387375464473518,0.057795922664238,0.0111053151318084,0.0775409468739728,0.0981106002321646,0.0182627680212652
