DateTime,12,17,21,24,28,32
2012-01-01 00:00:00,0,0,0,0,0,0
2012-01-01 01:00:00,0,0,0,0,0,0
2012-01-01 02:00:00,0,0,0,0,0,0
2012-01-01 03:00:00,0,0,0,0,0,0
2012-01-01 04:00:00,0,0,0,0,0,0
2012-01-01 05:00:00,0,0,0,0,0,0
2012-01-01 06:00:00,0,0,0,0,0,0
2012-01-01 07:00:00,0,0,0,0,0,0
2012-01-01 08:00:00,0,0,0,0,0,0
2012-01-01 09:00:00,0.031085125180429,0.031085125180429,0.0178562540440993,0.053568762132298,0.0019053929620227,0.0019053929620227
2012-01-01 10:00:00,0.144428786521328,0.144428786521328,0.170124371609178,0.230715867801503,0.0260222238813399,0.0260222238813399
2012-01-01 11:00:00,0.0610814543825593,0.0610814543825593,0.0958140460902891,0.166150266288388,0.0106157607884127,0.0106157607884127
2012-01-01 12:00:00,0.173935157533224,0.173935157533224,0.184986436712956,0.315859713304465,0.0333715967348563,0.0333715967348563
2012-01-01 13:00:00,0.0789377084266587,0.0789377084266587,0.0839461699268328,0.143339990543029,0.0151342640983524,0.0151342640983524
2012-01-01 14:00:00,0.0449672739037379,0.0449672739037379,0.0478525832462296,0.0817141381713204,0.00860148822856,0.00860148822856
2012-01-01 15:00:00,0.0192716888158877,0.0192716888158877,0.0205238041909312,0.0350047907023045,0.0037019063262157,0.0037019063262157
2012-01-01 16:00:00,0.0056617390871534,0.0056617390871534,0.006042817679558,0.010289121994923,0.0010887959782987,0.0010887959782987
2012-01-01 17:00:00,0.000128142911292,0.000128142911292,0.0001859328516787,0.0002126554645114,0.00012620135203,0.00012620135203
2012-01-01 18:00:00,0.0002755491360463,0.0002755491360463,0.0003400393593763,0.0002024480022149,0.000149297024297,0.000149297024297
2012-01-01 19:00:00,0,0,0,0,0,0
2012-01-01 20:00:00,0,0,0,0,0,0
2012-01-01 21:00:00,0,0,0,0,0,0
2012-01-01 22:00:00,0,0,0,0,0,0
2012-01-01 23:00:00,0,0,0,0,0,0
2012-01-02 00:00:00,0,0,0,0,0,0
2012-01-02 01:00:00,0,0,0,0,0,0
2012-01-02 02:00:00,0,0,0,0,0,0
2012-01-02 03:00:00,0,0,0,0,0,0
2012-01-02 04:00:00,0,0,0,0,0,0
2012-01-02 05:00:00,0,0,0,0,0,0
2012-01-02 06:00:00,0,0,0,0,0,0
2012-01-02 07:00:00,0,0,0,0,0,0
2012-01-02 08:00:00,0,0,0,0,0,0
2012-01-02 09:00:00,0.0092547658155392,0.0092547658155392,0.0098536036036036,0.0168763376636304,0.0017965133641929,0.0017965133641929
2012-01-02 10:00:00,0.0791010278234034,0.0791010278234034,0.0841094893235777,0.143612189537604,0.0151887038972674,0.0151887038972674
2012-01-02 11:00:00,0.170777649196157,0.170777649196157,0.134847381912299,0.260167799014484,0.0321194813598128,0.0321194813598128
2012-01-02 12:00:00,0.131417674580658,0.131417674580658,0.202570491762481,0.336601276691056,0.0211226419789955,0.0211226419789955
2012-01-02 13:00:00,0.126790291672888,0.126790291672888,0.148185132646459,0.250804153601115,0.0234635533323378,0.0234635533323378
2012-01-02 14:00:00,0.0683763874371609,0.0683763874371609,0.0793187870190632,0.132887549151361,0.0142087875167985,0.0142087875167985
2012-01-02 15:00:00,0.0419186451645015,0.0419186451645015,0.0445317555124184,0.0761068388830819,0.0080570902394106,0.0080570902394106
2012-01-02 16:00:00,0.0001088795978298,0.0001088795978298,0.0005443979891493,0.0008710367826389,9.52696481011398E-05,9.52696481011398E-05
2012-01-02 17:00:00,0.0021889674369677,0.0021889674369677,0.0011506593861566,0.0097373003968307,0.0003542649601031,0.0003542649601031
2012-01-02 18:00:00,0.0040187947079593,0.0040187947079593,0.0010879711328606,0.0091467110631475,0.0007540318416874,0.0007540318416874
2012-01-02 19:00:00,0,0,0,0,0,0
2012-01-02 20:00:00,0,0,0,0,0,0
2012-01-02 21:00:00,0,0,0,0,0,0
2012-01-02 22:00:00,0,0,0,0,0,0
2012-01-02 23:00:00,0,0,0,0,0,0
2012-01-03 00:00:00,0,0,0,0,0,0
2012-01-03 01:00:00,0,0,0,0,0,0
2012-01-03 02:00:00,0,0,0,0,0,0
2012-01-03 03:00:00,0,0,0,0,0,0
2012-01-03 04:00:00,0,0,0,0,0,0
2012-01-03 05:00:00,0,0,0,0,0,0
2012-01-03 06:00:00,0,0,0,0,0,0
2012-01-03 07:00:00,0,0,0,0,0,0
2012-01-03 08:00:00,0,0,0,0,0,0
2012-01-03 09:00:00,0.0314662037728336,0.0314662037728336,0.0125211537504355,0.0218303593648897,0.0067505350654521,0.0067505350654521
2012-01-03 10:00:00,0.0856882434921108,0.0856882434921108,0.0910777835846896,0.15558894529889,0.0164408192723109,0.0164408192723109
2012-01-03 11:00:00,0.115521253297496,0.115521253297496,0.076868996067891,0.125647055895675,0.0252600666965307,0.0252600666965307
2012-01-03 12:00:00,0.076923435866806,0.076923435866806,0.0849805261062167,0.0906422651933701,0.0161141804788213,0.0161141804788213
2012-01-03 13:00:00,0.0730582101438455,0.0730582101438455,0.0774678338559553,0.174098476929969,0.0163319396744811,0.0163319396744811
2012-01-03 14:00:00,0.0675053506545219,0.0675053506545219,0.139801403613558,0.242583743964959,0.0105068811905828,0.0105068811905828
2012-01-03 15:00:00,0.0390877756209247,0.0390877756209247,0.0415920063710118,0.0709894977850778,0.0075126922502613,0.0075126922502613
2012-01-03 16:00:00,0.0095814046090289,0.0095814046090289,0.0102346821960081,0.0174207356527798,0.0018509531631078,0.0018509531631078
2012-01-03 17:00:00,6.29460174953959E-05,6.29460174953959E-05,0.0001139833289781,0.0002084023552212,0.0003249891026134,0.0003249891026134
2012-01-03 18:00:00,9.69708918172316E-05,9.69708918172316E-05,0.0003521574492309,0.0006064933847867,0.0005394489165207,0.0005394489165207
2012-01-03 19:00:00,0,0,0,0,0,0
2012-01-03 20:00:00,0,0,0,0,0,0
2012-01-03 21:00:00,0,0,0,0,0,0
2012-01-03 22:00:00,0,0,0,0,0,0
2012-01-03 23:00:00,0,0,0,0,0,0
2012-01-04 00:00:00,0,0,0,0,0,0
2012-01-04 01:00:00,0,0,0,0,0,0
2012-01-04 02:00:00,0,0,0,0,0,0
2012-01-04 03:00:00,0,0,0,0,0,0
2012-01-04 04:00:00,0,0,0,0,0,0
2012-01-04 05:00:00,0,0,0,0,0,0
2012-01-04 06:00:00,0,0,0,0,0,0
2012-01-04 07:00:00,0,0,0,0,0,0
2012-01-04 08:00:00,0,0,0,0,0,0
